plot,date,time,temp,rec_time
B,180611,0354,23.1,14040
B,180611,0409,22.9,14940
B,180611,0424,22.8,15840
B,180611,0439,22.6,16740
B,180611,0454,22.7,17640
B,180611,0509,22.6,18540
B,180611,0524,22.3,19440
B,180611,0539,22.3,20340
B,180611,0554,22.3,21240
B,180611,0609,22.1,22140
B,180611,0624,22.2,23040
B,180611,0639,22.2,23940
B,180611,0654,22.1,24840
B,180611,0709,21.9,25740
B,180611,0724,21.7,26640
B,180611,0739,21.6,27540
B,180611,0754,21.5,28440
B,180611,0809,21.4,29340
B,180611,0824,21.6,30240
B,180611,0839,21.8,31140
B,180611,0854,22.3,32040
B,180611,0909,24.1,32940
B,180611,0924,24.2,33840
B,180611,0939,25.5,34740
B,180611,0954,25.6,35640
B,180611,1009,26.1,36540
B,180611,1024,26.4,37440
B,180611,1039,26.7,38340
B,180611,1054,26.7,39240
B,180611,1109,27.1,40140
B,180611,1124,27.5,41040
B,180611,1139,28.1,41940
B,180611,1154,28.6,42840
B,180611,1209,28.8,43740
B,180611,1224,29.4,44640
B,180611,1239,29.3,45540
B,180611,1254,28.5,46440
B,180611,1309,30.2,47340
B,180611,1324,30.1,48240
B,180611,1339,30.9,49140
B,180611,1354,31.1,50040
B,180611,1409,31.5,50940
B,180611,1424,31.3,51840
B,180611,1439,31.9,52740
B,180611,1454,32.4,53640
B,180611,1509,32.7,54540
B,180611,1524,33.0,55440
B,180611,1539,33.5,56340
B,180611,1554,33.6,57240
B,180611,1609,33.4,58140
B,180611,1624,33.5,59040
B,180611,1639,33.5,59940
B,180611,1654,33.8,60840
B,180611,1709,33.6,61740
B,180611,1724,34.0,62640
B,180611,1739,34.1,63540
B,180611,1754,32.8,64440
B,180611,1809,32.7,65340
B,180611,1824,32.8,66240
B,180611,1839,33.2,67140
B,180611,1854,32.8,68040
B,180611,1909,32.3,68940
B,180611,1924,31.2,69840
B,180611,1939,31.2,70740
B,180611,1954,31.2,71640
B,180611,2009,31.1,72540
B,180611,2024,30.4,73440
B,180611,2039,30.0,74340
B,180611,2054,29.4,75240
B,180611,2109,28.9,76140
B,180611,2124,28.4,77040
B,180611,2139,27.8,77940
B,180611,2154,27.2,78840
B,180611,2209,26.6,79740
B,180611,2224,26.3,80640
B,180611,2239,26.1,81540
B,180611,2254,25.8,82440
B,180611,2309,25.7,83340
B,180611,2324,25.6,84240
B,180611,2339,25.3,85140
B,180611,2354,25.2,86040
B,180612,0009,25.4,540
B,180612,0024,25.6,1440
B,180612,0039,25.6,2340
B,180612,0054,25.5,3240
B,180612,0109,25.4,4140
B,180612,0124,25.2,5040
B,180612,0139,25.0,5940
B,180612,0154,24.8,6840
B,180612,0209,24.6,7740
B,180612,0224,24.3,8640
B,180612,0239,24.1,9540
B,180612,0254,23.8,10440
B,180612,0309,23.6,11340
B,180612,0324,23.2,12240
B,180612,0339,23.1,13140
B,180612,0354,22.9,14040
B,180612,0409,22.8,14940
B,180612,0424,22.6,15840
B,180612,0439,22.6,16740
B,180612,0454,22.4,17640
B,180612,0509,22.3,18540
B,180612,0524,22.2,19440
B,180612,0539,22.2,20340
B,180612,0554,22.2,21240
B,180612,0609,22.2,22140
B,180612,0624,22.2,23040
B,180612,0639,22.1,23940
B,180612,0654,22.0,24840
B,180612,0709,22.0,25740
B,180612,0724,22.0,26640
B,180612,0739,22.0,27540
B,180612,0754,22.0,28440
B,180612,0809,22.0,29340
B,180612,0824,22.2,30240
B,180612,0839,22.4,31140
B,180612,0854,22.7,32040
B,180612,0909,23.0,32940
B,180612,0924,23.6,33840
B,180612,0939,25.0,34740
B,180612,0954,25.2,35640
B,180612,1009,25.8,36540
B,180612,1024,26.7,37440
B,180612,1039,26.8,38340
B,180612,1054,27.3,39240
B,180612,1109,27.2,40140
B,180612,1124,27.6,41040
B,180612,1139,28.5,41940
B,180612,1154,28.8,42840
B,180612,1209,29.1,43740
B,180612,1224,29.8,44640
B,180612,1239,30.3,45540
B,180612,1254,30.8,46440
B,180612,1309,31.5,47340
B,180612,1324,32.1,48240
B,180612,1339,32.3,49140
B,180612,1354,33.1,50040
B,180612,1409,33.1,50940
B,180612,1424,32.8,51840
B,180612,1439,33.8,52740
B,180612,1454,34.1,53640
B,180612,1509,34.1,54540
B,180612,1524,34.7,55440
B,180612,1539,34.6,56340
B,180612,1554,34.6,57240
B,180612,1609,34.5,58140
B,180612,1624,34.7,59040
B,180612,1639,34.9,59940
B,180612,1654,35.1,60840
B,180612,1709,35.1,61740
B,180612,1724,34.8,62640
B,180612,1739,34.7,63540
B,180612,1754,34.8,64440
B,180612,1809,34.7,65340
B,180612,1824,34.5,66240
B,180612,1839,34.9,67140
B,180612,1854,34.6,68040
B,180612,1909,34.2,68940
B,180612,1924,34.1,69840
B,180612,1939,33.0,70740
B,180612,1954,32.5,71640
B,180612,2009,31.9,72540
B,180612,2024,31.4,73440
B,180612,2039,31.2,74340
B,180612,2054,30.5,75240
B,180612,2109,29.8,76140
B,180612,2124,29.1,77040
B,180612,2139,28.8,77940
B,180612,2154,28.3,78840
B,180612,2209,28.0,79740
B,180612,2224,27.5,80640
B,180612,2239,27.2,81540
B,180612,2254,27.0,82440
B,180612,2309,26.9,83340
B,180612,2324,26.4,84240
B,180612,2339,26.3,85140
B,180612,2354,26.0,86040
B,180613,0009,25.8,540
B,180613,0024,25.7,1440
B,180613,0039,25.6,2340
B,180613,0054,25.5,3240
B,180613,0109,25.5,4140
B,180613,0124,24.8,5040
B,180613,0139,24.3,5940
B,180613,0154,23.3,6840
B,180613,0209,22.9,7740
B,180613,0224,22.9,8640
B,180613,0239,22.6,9540
B,180613,0254,22.0,10440
B,180613,0309,21.3,11340
B,180613,0324,21.4,12240
B,180613,0339,21.4,13140
B,180613,0354,21.3,14040
B,180613,0409,21.5,14940
B,180613,0424,21.4,15840
B,180613,0439,21.3,16740
B,180613,0454,21.4,17640
B,180613,0509,21.3,18540
B,180613,0524,21.3,19440
B,180613,0539,21.1,20340
B,180613,0554,21.1,21240
B,180613,0609,21.0,22140
B,180613,0624,21.0,23040
B,180613,0639,21.0,23940
B,180613,0654,21.0,24840
B,180613,0709,21.0,25740
B,180613,0724,21.1,26640
B,180613,0739,21.1,27540
B,180613,0754,21.1,28440
B,180613,0809,21.0,29340
B,180613,0824,21.0,30240
B,180613,0839,21.0,31140
B,180613,0854,21.0,32040
B,180613,0909,20.9,32940
B,180613,0924,20.2,33840
B,180613,0939,20.0,34740
B,180613,0954,20.3,35640
B,180613,1009,20.3,36540
B,180613,1024,20.4,37440
B,180613,1039,20.5,38340
B,180613,1054,20.8,39240
B,180613,1109,21.1,40140
B,180613,1124,21.3,41040
B,180613,1139,21.4,41940
B,180613,1154,21.4,42840
B,180613,1209,21.6,43740
B,180613,1224,22.0,44640
B,180613,1239,22.1,45540
B,180613,1254,22.3,46440
B,180613,1309,22.4,47340
B,180613,1324,22.4,48240
B,180613,1339,22.5,49140
B,180613,1354,22.7,50040
B,180613,1409,23.0,50940
B,180613,1424,22.7,51840
B,180613,1439,22.4,52740
B,180613,1454,22.7,53640
B,180613,1509,23.0,54540
B,180613,1524,23.1,55440
B,180613,1539,23.4,56340
B,180613,1554,23.6,57240
B,180613,1609,23.3,58140
B,180613,1624,23.9,59040
B,180613,1639,24.2,59940
B,180613,1654,24.8,60840
B,180613,1709,24.9,61740
B,180613,1724,24.5,62640
B,180613,1739,25.1,63540
B,180613,1754,25.3,64440
B,180613,1809,26.2,65340
B,180613,1824,26.2,66240
B,180613,1839,26.4,67140
B,180613,1854,26.6,68040
B,180613,1909,27.0,68940
B,180613,1924,26.7,69840
B,180613,1939,26.8,70740
B,180613,1954,26.6,71640
B,180613,2009,26.4,72540
B,180613,2024,25.6,73440
B,180613,2039,25.3,74340
B,180613,2054,25.4,75240
B,180613,2109,25.3,76140
B,180613,2124,25.2,77040
B,180613,2139,24.9,77940
B,180613,2154,24.4,78840
B,180613,2209,24.1,79740
B,180613,2224,23.9,80640
B,180613,2239,23.6,81540
B,180613,2254,23.5,82440
B,180613,2309,23.5,83340
B,180613,2324,23.4,84240
B,180613,2339,23.4,85140
B,180613,2354,23.3,86040
B,180614,0009,23.2,540
B,180614,0024,23.2,1440
B,180614,0039,23.1,2340
B,180614,0054,23.1,3240
B,180614,0109,23.0,4140
B,180614,0124,23.0,5040
B,180614,0139,22.9,5940
B,180614,0154,22.8,6840
B,180614,0209,22.8,7740
B,180614,0224,22.7,8640
B,180614,0239,22.7,9540
B,180614,0254,22.7,10440
B,180614,0309,22.6,11340
B,180614,0324,22.6,12240
B,180614,0339,22.6,13140
B,180614,0354,22.6,14040
B,180614,0409,22.5,14940
B,180614,0424,22.4,15840
B,180614,0439,22.3,16740
B,180614,0454,22.3,17640
B,180614,0509,22.3,18540
B,180614,0524,22.3,19440
B,180614,0539,22.1,20340
B,180614,0554,22.0,21240
B,180614,0609,21.9,22140
B,180614,0624,21.8,23040
B,180614,0639,21.8,23940
B,180614,0654,21.7,24840
B,180614,0709,21.6,25740
B,180614,0724,21.5,26640
B,180614,0739,21.4,27540
B,180614,0754,21.3,28440
B,180614,0809,21.3,29340
B,180614,0824,21.5,30240
B,180614,0839,21.6,31140
B,180614,0854,21.8,32040
B,180614,0909,22.9,32940
B,180614,0924,22.9,33840
B,180614,0939,23.9,34740
B,180614,0954,23.9,35640
B,180614,1009,23.9,36540
B,180614,1024,24.4,37440
B,180614,1039,24.5,38340
B,180614,1054,24.8,39240
B,180614,1109,25.1,40140
B,180614,1124,25.7,41040
B,180614,1139,26.4,41940
B,180614,1154,26.5,42840
B,180614,1209,26.8,43740
B,180614,1224,27.1,44640
B,180614,1239,27.6,45540
B,180614,1254,27.8,46440
B,180614,1309,28.6,47340
B,180614,1324,29.0,48240
B,180614,1339,29.0,49140
B,180614,1354,29.6,50040
B,180614,1409,30.2,50940
B,180614,1424,30.1,51840
B,180614,1439,30.9,52740
B,180614,1454,31.4,53640
B,180614,1509,32.0,54540
B,180614,1524,32.9,55440
B,180614,1539,33.5,56340
B,180614,1554,31.8,57240
B,180614,1609,32.3,58140
B,180614,1624,32.2,59040
B,180614,1639,31.4,59940
B,180614,1654,31.4,60840
B,180614,1709,32.1,61740
B,180614,1724,32.0,62640
B,180614,1739,31.8,63540
B,180614,1754,31.9,64440
B,180614,1809,32.6,65340
B,180614,1824,31.8,66240
B,180614,1839,31.8,67140
B,180614,1854,32.5,68040
B,180614,1909,32.2,68940
B,180614,1924,31.8,69840
B,180614,1939,31.4,70740
B,180614,1954,31.0,71640
B,180614,2009,30.1,72540
B,180614,2024,29.2,73440
B,180614,2039,28.7,74340
B,180614,2054,28.3,75240
B,180614,2109,28.0,76140
B,180614,2124,27.5,77040
B,180614,2139,27.2,77940
B,180614,2154,26.8,78840
B,180614,2209,26.5,79740
B,180614,2224,26.1,80640
B,180614,2239,25.9,81540
B,180614,2254,25.7,82440
B,180614,2309,25.5,83340
B,180614,2324,25.3,84240
B,180614,2339,25.1,85140
B,180614,2354,25.0,86040
B,180615,0009,24.9,540
B,180615,0024,24.7,1440
B,180615,0039,24.5,2340
B,180615,0054,24.4,3240
B,180615,0109,24.3,4140
B,180615,0124,24.2,5040
B,180615,0139,24.1,5940
B,180615,0154,23.9,6840
B,180615,0209,23.8,7740
B,180615,0224,23.6,8640
B,180615,0239,23.6,9540
B,180615,0254,23.5,10440
B,180615,0309,23.3,11340
B,180615,0324,23.2,12240
B,180615,0339,23.0,13140
B,180615,0354,22.9,14040
B,180615,0409,22.8,14940
B,180615,0424,22.7,15840
B,180615,0439,22.5,16740
B,180615,0454,22.4,17640
B,180615,0509,22.3,18540
B,180615,0524,22.3,19440
B,180615,0539,22.2,20340
B,180615,0554,22.0,21240
B,180615,0609,22.1,22140
B,180615,0624,22.1,23040
B,180615,0639,22.0,23940
B,180615,0654,21.9,24840
B,180615,0709,21.8,25740
B,180615,0724,21.7,26640
B,180615,0739,21.6,27540
B,180615,0754,21.6,28440
B,180615,0809,21.6,29340
B,180615,0824,21.8,30240
B,180615,0839,22.0,31140
B,180615,0854,22.3,32040
B,180615,0909,24.8,32940
B,180615,0924,24.6,33840
B,180615,0939,26.3,34740
B,180615,0954,27.2,35640
B,180615,1009,27.8,36540
B,180615,1024,29.0,37440
B,180615,1039,29.0,38340
B,180615,1054,28.5,39240
B,180615,1109,28.5,40140
B,180615,1124,28.5,41040
B,180615,1139,29.1,41940
B,180615,1154,30.0,42840
B,180615,1209,29.6,43740
B,180615,1224,29.1,44640
B,180615,1239,30.1,45540
B,180615,1254,30.5,46440
B,180615,1309,31.3,47340
B,180615,1324,31.7,48240
B,180615,1339,31.2,49140
B,180615,1354,32.1,50040
B,180615,1409,31.9,50940
B,180615,1424,32.3,51840
B,180615,1439,32.6,52740
B,180615,1454,34.1,53640
B,180615,1509,33.3,54540
B,180615,1524,33.9,55440
B,180615,1539,34.9,56340
B,180615,1554,34.9,57240
B,180615,1609,34.4,58140
B,180615,1624,34.3,59040
B,180615,1639,34.9,59940
B,180615,1654,34.7,60840
B,180615,1709,33.8,61740
B,180615,1724,34.9,62640
B,180615,1739,35.4,63540
B,180615,1754,35.0,64440
B,180615,1809,34.8,65340
B,180615,1824,34.4,66240
B,180615,1839,34.7,67140
B,180615,1854,34.5,68040
B,180615,1909,34.4,68940
B,180615,1924,33.6,69840
B,180615,1939,31.6,70740
B,180615,1954,30.3,71640
B,180615,2009,30.2,72540
B,180615,2024,30.2,73440
B,180615,2039,29.9,74340
B,180615,2054,29.1,75240
B,180615,2109,28.5,76140
B,180615,2124,28.0,77040
B,180615,2139,27.4,77940
B,180615,2154,27.1,78840
B,180615,2209,26.7,79740
B,180615,2224,26.4,80640
B,180615,2239,26.1,81540
B,180615,2254,25.9,82440
B,180615,2309,25.7,83340
B,180615,2324,25.5,84240
B,180615,2339,25.2,85140
B,180615,2354,25.2,86040
B,180616,0009,25.0,540
B,180616,0024,24.8,1440
B,180616,0039,24.6,2340
B,180616,0054,24.4,3240
B,180616,0109,24.2,4140
B,180616,0124,24.2,5040
B,180616,0139,24.0,5940
B,180616,0154,23.9,6840
B,180616,0209,23.7,7740
B,180616,0224,23.6,8640
B,180616,0239,23.4,9540
B,180616,0254,23.4,10440
B,180616,0309,23.4,11340
B,180616,0324,23.2,12240
B,180616,0339,23.0,13140
B,180616,0354,22.9,14040
B,180616,0409,22.9,14940
B,180616,0424,22.8,15840
B,180616,0439,22.7,16740
B,180616,0454,22.7,17640
B,180616,0509,22.6,18540
B,180616,0524,22.6,19440
B,180616,0539,22.5,20340
B,180616,0554,22.4,21240
B,180616,0609,22.4,22140
B,180616,0624,22.3,23040
B,180616,0639,22.3,23940
B,180616,0654,22.4,24840
B,180616,0709,22.4,25740
B,180616,0724,22.3,26640
B,180616,0739,22.4,27540
B,180616,0754,22.4,28440
B,180616,0809,22.4,29340
B,180616,0824,22.5,30240
B,180616,0839,22.7,31140
B,180616,0854,22.9,32040
B,180616,0909,25.2,32940
B,180616,0924,25.3,33840
B,180616,0939,26.6,34740
B,180616,0954,27.2,35640
B,180616,1009,27.7,36540
B,180616,1024,28.4,37440
B,180616,1039,28.4,38340
B,180616,1054,28.1,39240
B,180616,1109,28.3,40140
B,180616,1124,28.6,41040
B,180616,1139,29.3,41940
B,180616,1154,29.7,42840
B,180616,1209,30.0,43740
B,180616,1224,30.1,44640
B,180616,1239,30.8,45540
B,180616,1254,31.1,46440
B,180616,1309,31.8,47340
B,180616,1324,32.2,48240
B,180616,1339,32.5,49140
B,180616,1354,31.8,50040
B,180616,1409,32.7,50940
B,180616,1424,33.6,51840
B,180616,1439,34.5,52740
B,180616,1454,32.8,53640
B,180616,1509,33.0,54540
B,180616,1524,34.1,55440
B,180616,1539,34.9,56340
B,180616,1554,34.7,57240
B,180616,1609,35.5,58140
B,180616,1624,35.4,59040
B,180616,1639,35.5,59940
B,180616,1654,35.8,60840
B,180616,1709,36.4,61740
B,180616,1724,35.5,62640
B,180616,1739,35.6,63540
B,180616,1754,33.8,64440
B,180616,1809,34.7,65340
B,180616,1824,35.2,66240
B,180616,1839,35.1,67140
B,180616,1854,34.2,68040
B,180616,1909,34.5,68940
B,180616,1924,34.2,69840
B,180616,1939,33.1,70740
B,180616,1954,32.4,71640
B,180616,2009,31.4,72540
B,180616,2024,30.8,73440
B,180616,2039,30.4,74340
B,180616,2054,29.8,75240
B,180616,2109,29.3,76140
B,180616,2124,29.0,77040
B,180616,2139,28.8,77940
B,180616,2154,28.5,78840
B,180616,2209,28.1,79740
B,180616,2224,27.8,80640
B,180616,2239,27.4,81540
B,180616,2254,27.2,82440
B,180616,2309,27.0,83340
B,180616,2324,26.8,84240
B,180616,2339,26.7,85140
B,180616,2354,26.5,86040
B,180617,0009,26.4,540
B,180617,0024,26.4,1440
B,180617,0039,26.3,2340
B,180617,0054,26.1,3240
B,180617,0109,25.7,4140
B,180617,0124,25.4,5040
B,180617,0139,25.1,5940
B,180617,0154,25.0,6840
B,180617,0209,24.8,7740
B,180617,0224,24.7,8640
B,180617,0239,24.5,9540
B,180617,0254,24.5,10440
B,180617,0309,24.5,11340
B,180617,0324,24.3,12240
B,180617,0339,24.1,13140
B,180617,0354,23.9,14040
B,180617,0409,23.8,14940
B,180617,0424,23.7,15840
B,180617,0439,23.5,16740
B,180617,0454,23.3,17640
B,180617,0509,23.2,18540
B,180617,0524,23.2,19440
B,180617,0539,23.2,20340
B,180617,0554,23.3,21240
B,180617,0609,23.3,22140
B,180617,0624,23.2,23040
B,180617,0639,22.9,23940
B,180617,0654,22.9,24840
B,180617,0709,22.7,25740
B,180617,0724,22.6,26640
B,180617,0739,22.5,27540
B,180617,0754,22.5,28440
B,180617,0809,22.6,29340
B,180617,0824,22.9,30240
B,180617,0839,23.2,31140
B,180617,0854,23.6,32040
B,180617,0909,25.7,32940
B,180617,0924,25.7,33840
B,180617,0939,27.0,34740
B,180617,0954,27.4,35640
B,180617,1009,27.6,36540
B,180617,1024,28.4,37440
B,180617,1039,28.7,38340
B,180617,1054,28.2,39240
B,180617,1109,28.4,40140
B,180617,1124,28.7,41040
B,180617,1139,29.3,41940
B,180617,1154,29.8,42840
B,180617,1209,30.2,43740
B,180617,1224,30.9,44640
B,180617,1239,30.8,45540
B,180617,1254,30.5,46440
B,180617,1309,31.1,47340
B,180617,1324,31.9,48240
B,180617,1339,32.5,49140
B,180617,1354,33.1,50040
B,180617,1409,33.3,50940
B,180617,1424,32.6,51840
B,180617,1439,33.4,52740
B,180617,1454,33.4,53640
B,180617,1509,33.8,54540
B,180617,1524,34.1,55440
B,180617,1539,34.9,56340
B,180617,1554,34.6,57240
B,180617,1609,34.7,58140
B,180617,1624,34.7,59040
B,180617,1639,35.1,59940
B,180617,1654,35.6,60840
B,180617,1709,35.7,61740
B,180617,1724,35.0,62640
B,180617,1739,34.1,63540
B,180617,1754,34.1,64440
B,180617,1809,34.7,65340
B,180617,1824,35.1,66240
B,180617,1839,33.8,67140
B,180617,1854,34.7,68040
B,180617,1909,34.9,68940
B,180617,1924,34.7,69840
B,180617,1939,33.8,70740
B,180617,1954,32.6,71640
B,180617,2009,31.4,72540
B,180617,2024,30.4,73440
B,180617,2039,29.9,74340
B,180617,2054,29.6,75240
B,180617,2109,29.0,76140
B,180617,2124,28.9,77040
B,180617,2139,28.7,77940
B,180617,2154,28.5,78840
B,180617,2209,28.2,79740
B,180617,2224,27.8,80640
B,180617,2239,27.4,81540
B,180617,2254,27.2,82440
B,180617,2309,27.0,83340
B,180617,2324,27.0,84240
B,180617,2339,26.6,85140
B,180617,2354,26.4,86040
B,180618,0009,26.2,540
B,180618,0024,26.0,1440
B,180618,0039,25.7,2340
B,180618,0054,25.5,3240
B,180618,0109,25.3,4140
B,180618,0124,25.0,5040
B,180618,0139,24.8,5940
B,180618,0154,24.7,6840
B,180618,0209,24.3,7740
B,180618,0224,24.0,8640
B,180618,0239,23.8,9540
B,180618,0254,23.6,10440
B,180618,0309,23.5,11340
B,180618,0324,23.3,12240
B,180618,0339,22.9,13140
B,180618,0354,22.9,14040
B,180618,0409,22.5,14940
B,180618,0424,22.4,15840
B,180618,0439,22.1,16740
B,180618,0454,22.1,17640
B,180618,0509,22.0,18540
B,180618,0524,21.9,19440
B,180618,0539,21.6,20340
B,180618,0554,21.6,21240
B,180618,0609,21.5,22140
B,180618,0624,21.5,23040
B,180618,0639,21.5,23940
B,180618,0654,21.4,24840
B,180618,0709,21.4,25740
B,180618,0724,21.5,26640
B,180618,0739,21.6,27540
B,180618,0754,21.5,28440
B,180618,0809,21.6,29340
B,180618,0824,21.7,30240
B,180618,0839,21.8,31140
B,180618,0854,22.0,32040
B,180618,0909,22.2,32940
B,180618,0924,22.8,33840
B,180618,0939,24.8,34740
B,180618,0954,25.9,35640
B,180618,1009,26.6,36540
B,180618,1024,27.5,37440
B,180618,1039,27.7,38340
B,180618,1054,27.3,39240
B,180618,1109,27.4,40140
B,180618,1124,27.9,41040
B,180618,1139,28.6,41940
B,180618,1154,29.0,42840
B,180618,1209,29.3,43740
B,180618,1224,29.6,44640
B,180618,1239,29.9,45540
B,180618,1254,30.5,46440
B,180618,1309,31.0,47340
B,180618,1324,31.2,48240
B,180618,1339,31.8,49140
B,180618,1354,32.2,50040
B,180618,1409,32.7,50940
B,180618,1424,33.2,51840
B,180618,1439,33.8,52740
B,180618,1454,34.2,53640
B,180618,1509,33.8,54540
B,180618,1524,34.3,55440
B,180618,1539,34.6,56340
B,180618,1554,34.8,57240
B,180618,1609,35.1,58140
B,180618,1624,34.9,59040
B,180618,1639,35.3,59940
B,180618,1654,35.3,60840
B,180618,1709,35.4,61740
B,180618,1724,35.6,62640
B,180618,1739,35.5,63540
B,180618,1754,35.2,64440
B,180618,1809,35.0,65340
B,180618,1824,34.9,66240
B,180618,1839,34.7,67140
B,180618,1854,34.7,68040
B,180618,1909,34.3,68940
B,180618,1924,33.9,69840
B,180618,1939,32.9,70740
B,180618,1954,32.5,71640
B,180618,2009,31.6,72540
B,180618,2024,30.9,73440
B,180618,2039,29.9,74340
B,180618,2054,29.0,75240
B,180618,2109,28.5,76140
B,180618,2124,28.0,77040
B,180618,2139,28.0,77940
B,180618,2154,27.2,78840
B,180618,2209,25.8,79740
B,180618,2224,25.2,80640
B,180618,2239,24.9,81540
B,180618,2254,24.6,82440
B,180618,2309,24.4,83340
B,180618,2324,24.2,84240
B,180618,2339,24.0,85140
B,180618,2354,23.8,86040
B,180619,0009,23.7,540
B,180619,0024,23.5,1440
B,180619,0039,23.4,2340
B,180619,0054,23.3,3240
B,180619,0109,23.3,4140
B,180619,0124,23.3,5040
B,180619,0139,23.2,5940
B,180619,0154,23.2,6840
B,180619,0209,23.3,7740
B,180619,0224,23.3,8640
B,180619,0239,23.2,9540
B,180619,0254,23.2,10440
B,180619,0309,23.0,11340
B,180619,0324,23.0,12240
B,180619,0339,22.9,13140
B,180619,0354,22.7,14040
B,180619,0409,22.6,14940
B,180619,0424,22.4,15840
B,180619,0439,22.3,16740
B,180619,0454,22.1,17640
B,180619,0509,22.2,18540
B,180619,0524,22.3,19440
B,180619,0539,22.3,20340
B,180619,0554,22.4,21240
B,180619,0609,22.4,22140
B,180619,0624,22.4,23040
B,180619,0639,22.4,23940
B,180619,0654,22.4,24840
B,180619,0709,22.4,25740
B,180619,0724,22.3,26640
B,180619,0739,22.3,27540
B,180619,0754,22.3,28440
B,180619,0809,22.4,29340
B,180619,0824,22.5,30240
B,180619,0839,22.6,31140
B,180619,0854,22.6,32040
B,180619,0909,22.8,32940
B,180619,0924,22.8,33840
B,180619,0939,23.0,34740
B,180619,0954,23.5,35640
B,180619,1009,24.2,36540
B,180619,1024,24.8,37440
B,180619,1039,25.3,38340
B,180619,1054,25.8,39240
B,180619,1109,26.4,40140
B,180619,1124,27.2,41040
B,180619,1139,27.9,41940
B,180619,1154,28.2,42840
B,180619,1209,28.3,43740
B,180619,1224,28.7,44640
B,180619,1239,28.8,45540
B,180619,1254,29.4,46440
B,180619,1309,29.3,47340
B,180619,1324,29.1,48240
B,180619,1339,28.6,49140
B,180619,1354,29.1,50040
B,180619,1409,29.8,50940
B,180619,1424,30.6,51840
B,180619,1439,31.2,52740
B,180619,1454,31.9,53640
B,180619,1509,32.5,54540
B,180619,1524,32.3,55440
B,180619,1539,31.8,56340
B,180619,1554,31.8,57240
B,180619,1609,32.5,58140
B,180619,1624,31.8,59040
B,180619,1639,31.7,59940
B,180619,1654,32.2,60840
B,180619,1709,32.5,61740
B,180619,1724,32.3,62640
B,180619,1739,32.6,63540
B,180619,1754,31.6,64440
B,180619,1809,30.3,65340
B,180619,1824,29.9,66240
B,180619,1839,30.3,67140
B,180619,1854,31.1,68040
B,180619,1909,30.6,68940
B,180619,1924,30.0,69840
B,180619,1939,29.3,70740
B,180619,1954,29.1,71640
B,180619,2009,29.0,72540
B,180619,2024,28.9,73440
B,180619,2039,28.7,74340
B,180619,2054,28.4,75240
B,180619,2109,28.0,76140
B,180619,2124,27.1,77040
B,180619,2139,26.3,77940
B,180619,2154,26.0,78840
B,180619,2209,25.8,79740
B,180619,2224,25.5,80640
B,180619,2239,25.2,81540
B,180619,2254,25.0,82440
B,180619,2309,24.8,83340
B,180619,2324,24.7,84240
B,180619,2339,24.6,85140
B,180619,2354,24.6,86040
B,180620,0009,24.5,540
B,180620,0024,24.5,1440
B,180620,0039,24.3,2340
B,180620,0054,24.3,3240
B,180620,0109,24.2,4140
B,180620,0124,24.2,5040
B,180620,0139,24.1,5940
B,180620,0154,24.0,6840
B,180620,0209,23.8,7740
B,180620,0224,23.6,8640
B,180620,0239,23.5,9540
B,180620,0254,23.5,10440
B,180620,0309,23.4,11340
B,180620,0324,23.4,12240
B,180620,0339,23.4,13140
B,180620,0354,23.3,14040
B,180620,0409,23.3,14940
B,180620,0424,23.3,15840
B,180620,0439,23.4,16740
B,180620,0454,23.6,17640
B,180620,0509,23.6,18540
B,180620,0524,23.6,19440
B,180620,0539,23.4,20340
B,180620,0554,23.2,21240
B,180620,0609,23.0,22140
B,180620,0624,23.0,23040
B,180620,0639,22.9,23940
B,180620,0654,22.9,24840
B,180620,0709,22.9,25740
B,180620,0724,22.9,26640
B,180620,0739,22.9,27540
B,180620,0754,22.9,28440
B,180620,0809,23.0,29340
B,180620,0824,23.1,30240
B,180620,0839,23.3,31140
B,180620,0854,23.5,32040
B,180620,0909,23.7,32940
B,180620,0924,23.8,33840
B,180620,0939,24.1,34740
B,180620,0954,24.2,35640
B,180620,1009,24.3,36540
B,180620,1024,24.4,37440
B,180620,1039,24.6,38340
B,180620,1054,24.8,39240
B,180620,1109,25.0,40140
B,180620,1124,25.6,41040
B,180620,1139,26.2,41940
B,180620,1154,26.5,42840
B,180620,1209,26.7,43740
B,180620,1224,26.9,44640
B,180620,1239,27.2,45540
B,180620,1254,27.1,46440
B,180620,1309,26.8,47340
B,180620,1324,27.3,48240
B,180620,1339,27.6,49140
B,180620,1354,28.0,50040
B,180620,1409,28.3,50940
B,180620,1424,28.5,51840
B,180620,1439,29.0,52740
B,180620,1454,29.1,53640
B,180620,1509,29.7,54540
B,180620,1524,30.3,55440
B,180620,1539,30.9,56340
B,180620,1554,31.1,57240
B,180620,1609,32.1,58140
B,180620,1624,32.5,59040
B,180620,1639,31.4,59940
B,180620,1654,31.0,60840
B,180620,1709,31.6,61740
B,180620,1724,32.0,62640
B,180620,1739,31.6,63540
B,180620,1754,31.7,64440
B,180620,1809,31.5,65340
B,180620,1824,30.8,66240
B,180620,1839,30.2,67140
B,180620,1854,30.0,68040
B,180620,1909,30.1,68940
B,180620,1924,30.2,69840
B,180620,1939,25.9,70740
B,180620,1954,22.4,71640
B,180620,2009,22.1,72540
B,180620,2024,22.2,73440
B,180620,2039,22.5,74340
